"","st_id","female","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","admit_gpa","n_section"
"7946","28dd",1,0,1,0,0,0,2.7,3.34,2.56,"MATH100",201810,4.27,884
"7947","4d18",0,0,0,0,0,0,3,2.84,3.51,"BIO300",201703,3.85,665
"7948","7436",1,0,0,0,0,0,4,3.56,3.7,"BIO300",201703,4.2,665
"7949","9e04",1,2,1,0,0,1,4,3.7,3.89,"BIO300",201801,4.13,730
"7950","5fcd",0,1,0,0,1,0,3.3,NA,3.15,"MATH100",201610,3.6,908
"7951","088d",1,2,1,0,1,0,3.3,3.74,3.5,"BIO300",201701,3.18,624
"7952","febd",0,1,1,0,0,1,4,2.99,3.38,"EVOL305",201701,4.36,183
"7953","114a",0,2,0,0,0,1,2,2.7,3.81,"BIO300",201703,3.91,665
"7954","5b02",0,0,1,0,1,0,3.3,2.99,3.84,"MATH100",201710,3.36,935
"7955","5492",0,1,1,0,0,1,3.7,3.65,4,"EVOL305",201810,4.13,321
"7956","db1c",0,0,1,0,1,1,3,NA,3,"MATH100",201810,3.83,884
"7957","ad97",0,1,1,0,0,0,2,2.86,2.82,"BIO300",201701,3.81,624
"7958","cb42",0,1,0,0,1,0,1.7,NA,3.3,"MATH100",201710,3.27,935
"7959","009d",0,0,1,0,1,0,2,2.79,2.56,"BIO300",201901,3.29,818
"7960","ef6c",0,2,0,1,0,0,4,3.85,3.93,"MATH100",201801,4.16,539
"7961","bf04",0,2,0,1,0,1,2,2.58,2.85,"MATH100",201901,4,575
"7962","88e9",1,1,0,0,0,0,3,2.75,3.19,"MATH100",201901,4.16,575
"7963","232b",1,0,1,0,0,0,3.3,3.14,3,"BIO300",201901,4.25,818
"7964","606d",1,2,0,1,0,0,1.7,2.66,2.22,"MATH100",201803,4,584
"7965","a1cd",1,2,0,0,0,0,1.7,2.87,2.6,"CHEM201",201910,4.27,143
"7966","490f",1,0,0,0,0,0,3.3,3.89,3,"BIO300",201610,4.31,652
"7967","e1e8",0,1,1,0,1,0,3.3,2.72,3.35,"BIO300",201701,2.95,624
"7968","b7b0",1,2,1,0,0,0,2,2.81,4,"MATH100",201810,3.95,884
"7969","550e",1,0,0,0,0,0,4,3.82,4,"MATH100",201810,4.32,884
"7970","2f17",1,2,1,0,0,0,2.7,3.46,3.18,"MATH100",201810,4.21,884
"7971","d2f3",1,2,0,1,0,0,2.7,3.12,3.1,"MATH100",201701,3.95,475
"7972","21df",0,0,0,0,1,0,4,NA,3.56,"MATH100",201910,3.64,1005
"7973","ed38",1,2,0,0,1,0,3.3,NA,3.7,"MATH100",201710,3.93,935
"7974","702e",1,2,1,0,0,1,3.7,3.37,3.52,"MATH100",201701,4.04,475
"7975","993b",1,2,0,0,0,0,3.3,2.92,4,"MATH100",201803,4.25,584
"7976","fb25",1,0,0,0,1,0,3.7,3.7,3.7,"BIO300",201901,3.64,818
"7977","30b6",0,0,1,0,0,0,3,2.87,3.01,"MATH100",201610,3.8,908
"7978","6981",1,0,0,0,0,1,3,3.81,3.87,"CHEM201",201610,4.26,155
"7979","62a8",1,1,0,0,0,0,3,2.99,2.83,"MATH100",201701,3.66,475
"7980","8f87",1,0,0,0,0,0,3.3,3.21,3.5,"EVOL305",201903,4.1,233
"7981","8292",0,2,1,0,0,1,1.3,3.14,2.56,"MATH100",201701,4.18,475
"7982","526c",1,0,0,0,1,0,2.7,3.13,3.5,"BIO300",201901,3.49,818
"7983","c9b2",1,1,1,0,0,1,2,2.53,3.47,"BIO300",201703,4.1,665
"7984","e5ad",1,0,0,0,0,0,4,3.78,4,"MATH100",201910,4.36,1005
"7985","aa34",0,2,0,0,0,0,3.3,2.35,1.43,"EVOL305",201901,4.03,191
"7986","8db2",1,0,0,0,1,0,2,NA,3.3,"BIO300",201710,3.15,599
"7987","d63e",1,2,0,0,1,0,2,2.76,2.87,"BIO300",201703,3.04,665
"7988","e94f",1,2,1,0,0,0,3.3,3.01,2,"BIO300",201703,4.18,665
"7989","9112",0,2,1,0,1,1,4,NA,4,"BIO300",201710,3.57,599
"7990","e762",1,1,1,1,0,0,2.7,2.6,3.36,"BIO300",201810,3.78,664
"7991","ac7f",1,1,1,1,1,1,3,NA,3,"MATH100",201610,3,908
"7992","937d",0,0,0,0,1,1,2.7,3.27,2.55,"CHEM201",201610,3.23,155
"7993","cd57",0,0,0,0,0,0,3,3.05,3.69,"BIO300",201610,4.27,652
"7994","cd8b",1,1,1,0,0,1,3,2.81,3.19,"BIO300",201901,4.05,818
"7995","0dab",1,0,0,0,0,0,3,3.23,3.25,"CHEM201",201610,4.04,155
"7996","6a69",0,0,0,0,1,0,1.7,2.39,2.43,"BIO300",201703,3.28,665
"7997","ac6f",0,2,1,0,0,1,4,3.97,3.37,"MATH100",201710,3.86,935
"7998","b374",1,2,1,0,0,1,3.3,3.15,3.4,"MATH100",201910,4.27,1005
"7999","d105",1,0,0,0,1,0,2,3.03,2.75,"BIO300",201803,3.48,749
"8000","7edb",1,2,0,0,0,0,4,3.62,3.23,"MATH100",201903,4.04,456
"8001","d64b",1,2,1,0,0,1,2.3,2.88,2.71,"EVOL305",201803,3.75,268
"8002","7d9c",0,1,0,0,0,0,2.7,2.69,3,"EVOL305",201903,4.25,233
"8003","fd5e",1,1,1,0,1,0,2,3.29,3.3,"BIO300",201803,3.18,749
"8004","029c",1,2,1,0,0,1,3,2.98,3.5,"BIO300",201801,4.16,730
"8005","34b1",1,0,0,0,0,0,3.3,3.03,3.37,"MATH100",201610,4,908
"8006","68fb",1,2,0,0,0,0,3.3,3.53,3.82,"EVOL305",201803,4.04,268
"8007","38e8",0,2,1,0,0,1,2.3,2.67,2.33,"BIO300",201810,3.88,664
"8008","0bab",0,0,0,0,0,0,2.7,2.8,3.01,"EVOL305",201703,4.12,193
"8009","8e8a",1,2,1,0,0,1,4,2.74,2.99,"MATH100",201901,3.85,575
"8010","a7c3",1,2,1,0,0,0,2,2.57,2,"EVOL305",201803,4.2,268
"8011","09cc",1,2,0,0,0,0,3.7,3.42,3.52,"MATH100",201701,4.19,475
"8012","20f0",1,2,1,0,0,1,4,2.26,1.69,"EVOL305",201701,3.9,183
"8013","228f",0,2,1,0,0,0,3.7,3.12,2.99,"MATH100",201703,4.19,537
"8014","c0c6",1,0,0,0,0,0,3.7,3.57,3.5,"BIO300",201701,3.92,624
"8015","be54",1,2,0,0,0,0,3,3.68,3.7,"MATH100",201903,4.18,456
"8016","907e",0,2,1,0,1,1,3,2.64,3.31,"BIO300",201901,3.56,818
"8017","c020",1,0,0,0,0,0,3.3,3.84,3.94,"BIO300",201910,4.21,642
"8018","a403",0,2,1,0,1,1,2.7,3.03,3.44,"MATH100",201901,2.86,575
"8019","a720",1,0,1,0,0,0,4,3.8,3.59,"CHEM201",201810,4.12,149
"8020","778a",0,1,1,0,0,0,1.7,2.52,2.74,"EVOL305",201703,4.04,193
"8021","b1bb",1,2,0,0,0,0,2,3.04,2.8,"BIO300",201910,4.17,642
"8022","7822",0,2,0,0,0,0,3,3.36,2.84,"MATH100",201703,4.36,537
"8023","8524",1,1,1,0,0,0,2.3,3.06,3.7,"EVOL305",201801,3.65,233
"8024","b134",1,2,0,0,0,0,4,3.35,2.99,"BIO300",201910,4.16,642
"8025","5d4a",1,2,0,0,1,0,4,3.56,3.45,"BIO300",201801,3.51,730
"8026","f5fa",1,1,1,0,0,1,3,3.44,3,"MATH100",201703,4.12,537
"8027","08e1",1,1,0,0,0,0,2.3,2.82,3.03,"MATH100",201803,3.86,584
"8028","f6c4",1,2,1,0,0,0,2.3,2.88,4,"BIO300",201701,3.83,624
"8029","615e",1,2,1,0,0,1,2.7,3.27,2.15,"MATH100",201910,4.2,1005
"8030","3732",0,2,0,0,0,1,4,2.61,2.3,"MATH100",201801,4.04,539
"8031","1a81",0,0,0,0,0,0,4,3.85,3.89,"BIO300",201610,4.04,652
"8032","d3ab",1,2,0,0,0,0,4,3.72,4,"BIO300",201803,4.03,749
"8033","75c9",1,2,0,1,0,0,3.3,3.24,3.28,"BIO300",201803,3.54,749
"8034","5c10",1,0,0,0,0,0,3.3,3.55,2.86,"BIO300",201610,4.36,652
"8035","72e9",1,2,1,0,0,1,3.7,3.23,2.77,"EVOL305",201901,4.1,191
"8036","46ba",1,2,0,0,0,0,3,3.28,2.86,"BIO300",201903,4.12,575
"8037","4d6d",1,1,1,0,0,0,2,2.74,3,"MATH100",201910,4.04,1005
"8038","38b6",0,1,0,0,1,0,1.7,2.47,2.65,"MATH100",201703,2.85,537
"8039","a09a",1,2,1,0,0,1,3.7,3.31,3.34,"BIO300",201903,4.33,575
"8040","f737",1,1,0,0,0,1,3,2.95,3.12,"CHEM201",201910,3.91,143
"8041","8c8d",0,2,1,0,0,0,1.7,2.15,2.71,"EVOL305",201703,3.66,193
"8042","db7b",1,1,0,0,0,0,3.7,3.1,2.85,"MATH100",201810,4.04,884
"8043","1b58",1,0,0,0,1,0,3,3.56,2.69,"BIO300",201903,3.43,575
"8044","a52d",1,0,0,0,1,1,2.7,2.63,2.89,"EVOL305",201610,3.48,173
"8045","a071",1,2,0,0,0,0,4,3.53,3.28,"MATH100",201710,4.09,935
"8046","742f",1,1,0,0,0,0,3.3,3.02,3.1,"MATH100",201903,4.03,456
"8047","6c46",1,0,0,0,0,0,2.3,3.26,3.35,"MATH100",201703,4.15,537
"8048","31e6",1,0,1,0,0,0,3.7,3.8,3.41,"EVOL305",201801,4.25,233
"8049","3a26",0,2,0,0,0,1,3.7,3.37,3.57,"MATH100",201703,4,537
"8050","e015",1,1,1,0,0,1,3,3.15,3.43,"BIO300",201910,4.31,642
"8051","7579",1,0,0,0,0,0,3.3,3.62,3.69,"BIO300",201903,4.23,575
"8052","3ea4",0,2,0,0,1,0,2,2.32,2.3,"BIO300",201801,3.63,730
"8053","26fc",0,0,0,0,1,0,2.7,NA,3.8,"MATH100",201610,3.77,908
"8054","764b",1,2,0,0,0,0,0.7,2.75,3.01,"BIO300",201901,4.13,818
"8055","4e19",0,2,0,0,0,0,3,2.87,3.3,"BIO300",201701,3.93,624
"8056","f7bd",0,2,0,1,0,0,2.7,3.26,2.77,"EVOL305",201903,4,233
"8057","0acc",1,1,1,0,0,1,2,2.35,2.3,"MATH100",201610,4.2,908
"8058","cd0c",1,1,1,0,1,0,2,2.12,2.64,"BIO300",201610,3.24,652
"8059","9c87",0,2,1,0,0,1,4,3.73,4,"BIO300",201703,4.3,665
"8060","877b",1,2,0,0,0,0,4,4,4,"MATH100",201901,4.4,575
"8061","a076",1,0,1,0,1,0,1.7,2.33,1.66,"MATH100",201803,3.46,584
"8062","f288",1,2,1,0,0,1,4,3.18,3.89,"MATH100",201901,3.89,575
"8063","b366",1,1,0,0,0,0,2.3,3.32,4,"BIO300",201801,4.21,730
"8064","ffd8",0,2,0,1,0,1,2,2.91,2.72,"BIO300",201810,3.87,664
"8065","d2b0",1,1,1,0,0,0,2.3,3.41,2.97,"CHEM201",201710,4.19,119
"8066","e91e",1,2,1,0,1,0,3.3,NA,2.81,"MATH100",201610,3.13,908
"8067","f2f2",1,2,1,0,0,1,2.3,2.81,3.09,"BIO300",201803,4.15,749
"8068","e57d",1,0,0,0,0,0,3,3.55,3.33,"MATH100",201610,4.03,908
"8069","7f07",0,2,0,0,0,0,3.7,2.98,3.43,"MATH100",201903,4.12,456
"8070","0308",1,0,0,0,0,0,4,3.82,4,"BIO300",201903,4.33,575
"8071","f9cc",1,2,1,0,0,1,2.3,2.33,1.7,"MATH100",201903,3.84,456
"8072","45b8",1,1,1,0,0,1,1.3,3.09,2.98,"EVOL305",201810,3.91,321
"8073","01bb",1,1,1,0,0,1,4,3.27,3.63,"MATH100",201903,4.03,456
"8074","df71",1,0,0,0,0,0,2,3.34,2.72,"MATH100",201903,4.29,456
"8075","1b58",0,2,0,0,0,0,3.7,3.04,3.99,"EVOL305",201910,4.04,384
"8076","a3a9",1,0,0,0,0,0,3.7,3.45,3.91,"MATH100",201803,4.2,584
"8077","203a",1,0,1,0,1,0,1.7,2.71,2.19,"MATH100",201810,3,884
"8078","8436",1,2,1,0,0,1,4,3.39,3.63,"BIO300",201910,3.95,642
"8079","7fa8",1,2,0,0,0,0,3,3.09,2.68,"BIO300",201903,4,575
"8080","15cc",1,1,1,1,0,1,2.7,2.31,3.24,"MATH100",201701,3.86,475
"8081","19c8",1,2,0,0,0,1,4,3.83,3.89,"MATH100",201910,4.08,1005
"8082","0c24",1,2,1,0,1,0,2.7,3.37,2,"EVOL305",201803,3.51,268
"8083","47df",0,2,0,0,0,0,4,3.34,2.56,"MATH100",201901,3.81,575
"8084","adf5",1,2,1,0,0,1,2.7,3.42,3.79,"BIO300",201803,4.2,749
"8085","d3f2",1,0,0,0,0,0,2.7,3.43,3.15,"MATH100",201703,4.3,537
"8086","6906",1,2,1,0,0,1,4,3.25,4,"MATH100",201901,4.07,575
"8087","d546",1,0,0,0,0,1,3,3.54,3.36,"MATH100",201910,4.1,1005
"8088","c1d2",1,2,1,0,0,0,1.7,3.14,2.92,"MATH100",201710,4.31,935
"8089","9de4",0,0,0,0,1,0,1.7,2.89,3.57,"MATH100",201703,3.69,537
"8090","a76c",1,0,0,0,0,0,2,3.21,3.24,"BIO300",201910,4.4,642
"8091","907c",1,2,0,1,0,0,3,3.61,3.43,"BIO300",201803,4,749
"8092","119c",1,2,1,1,0,0,4,3.9,4,"BIO300",201810,4,664
"8093","d8d9",0,2,1,0,0,0,3.3,3.14,3.34,"EVOL305",201901,3.67,191
"8094","5eb4",1,2,0,0,0,0,3,2.74,3.2,"MATH100",201610,4.04,908
"8095","ac4b",1,0,0,0,0,0,4,3.49,3.34,"BIO300",201903,4.18,575
"8096","1e1d",0,2,0,0,0,0,4,3.97,4,"MATH100",201910,4.27,1005
"8097","3fd4",0,1,1,0,1,1,2,NA,3.82,"MATH100",201810,3.21,884
"8098","ea40",1,1,1,0,0,1,2,2.81,2.83,"BIO300",201610,3.81,652
"8099","2df1",0,2,1,0,0,0,2.3,2.92,3.2,"MATH100",201610,4.16,908
"8100","1c66",0,2,1,0,0,0,3.7,3.76,3.81,"MATH100",201801,4.25,539
"8101","461c",1,1,1,0,0,1,2.7,2.61,2.98,"EVOL305",201803,3.9,268
"8102","46f0",1,2,1,0,0,0,1,3.13,3.3,"MATH100",201610,3.76,908
"8103","dcaf",1,1,0,0,0,0,3,3.57,3.66,"MATH100",201910,4.12,1005
"8104","9007",0,2,0,0,1,0,4,3.88,3.7,"BIO300",201810,2.98,664
"8105","df97",1,2,0,0,1,0,3,2.42,2.92,"EVOL305",201710,3.43,255
"8106","6e61",1,2,0,0,0,0,3.7,3.23,3.25,"MATH100",201710,3.9,935
"8107","461b",1,1,0,0,1,0,1.3,3.11,3.24,"BIO300",201901,3.45,818
"8108","80fb",0,1,0,1,0,0,4,3.84,3.8,"MATH100",201803,3.76,584
"8109","13f1",0,2,0,1,1,0,2.7,2.53,2.3,"BIO300",201701,3.61,624
"8110","ccc3",1,2,1,0,1,0,2,2.98,1.95,"BIO300",201701,2.84,624
"8111","3914",1,2,1,0,1,1,3.7,3.32,4,"EVOL305",201803,3.45,268
"8112","80ba",1,2,1,0,0,0,2.7,3.17,3,"MATH100",201701,4.09,475
"8113","720f",0,0,1,0,1,1,2.7,3.25,3.99,"EVOL305",201910,3.23,384
"8114","7e47",1,1,1,0,1,0,2.3,2.51,2.36,"BIO300",201801,2.98,730
"8115","041a",1,2,0,0,0,0,3.3,3.21,2.85,"MATH100",201610,4,908
"8116","89a8",1,1,1,0,0,1,1.7,2.34,2.49,"BIO300",201710,4,599
"8117","de45",1,0,1,0,0,0,3.3,2.8,3.33,"EVOL305",201703,4,193
"8118","bebc",0,2,0,1,0,1,3.7,3.54,3.9,"MATH100",201801,3.8,539
"8119","4b3e",0,0,1,0,1,0,2.7,2.97,2.98,"BIO300",201703,3.2,665
"8120","d2ef",1,2,0,0,0,0,4,3.87,4,"EVOL305",201910,4.03,384
"8121","f7a8",1,0,1,0,1,0,2,NA,3.47,"MATH100",201610,3.64,908
"8122","7d51",0,0,0,0,1,0,3,2.73,3.35,"BIO300",201710,2.84,599
"8123","25d9",0,1,1,0,0,0,3.7,3.82,3.7,"BIO300",201610,4.31,652
"8124","095b",1,1,1,0,0,1,1.3,2.94,3.3,"MATH100",201610,3.45,908
"8125","59fb",1,2,0,0,0,1,3.3,3.6,3.15,"BIO300",201710,4.15,599
"8126","44cf",1,0,0,0,0,0,2.7,3.31,2.34,"MATH100",201803,4.25,584
"8127","5101",1,2,0,0,0,1,3.3,3.19,3.69,"BIO300",201903,4.13,575
"8128","f6c8",1,2,1,0,0,1,2.7,2.15,3.24,"MATH100",201801,4,539
"8129","be0a",0,2,0,0,0,0,3.7,3.43,3.99,"BIO300",201801,3.92,730
"8130","52a0",0,2,0,0,1,1,2.7,NA,2.49,"BIO300",201610,3.16,652
"8131","babe",1,1,1,0,1,0,3.3,NA,3.02,"MATH100",201810,3.45,884
"8132","00ce",0,1,0,0,0,0,3,3.2,3.67,"MATH100",201801,4.2,539
"8133","1546",1,1,1,0,1,1,2,2.77,3.3,"BIO300",201703,3.49,665
"8134","55ad",1,1,1,0,0,1,1.3,2.62,2.42,"BIO300",201701,3.69,624
"8135","2961",1,0,0,0,1,0,3.7,NA,3.91,"MATH100",201610,3.78,908
"8136","d6cb",0,2,0,0,0,0,2.3,2.48,1.7,"MATH100",201703,4,537
"8137","c1f3",0,2,1,0,0,1,3.3,2.76,3.44,"EVOL305",201910,4.4,384
"8138","058d",1,2,1,0,0,0,3,3.31,2.79,"EVOL305",201910,4.31,384
"8139","8b87",1,1,1,0,0,1,2,2.6,2.65,"EVOL305",201803,4,268
"8140","8fe8",1,2,0,0,1,0,3.3,NA,3.63,"MATH100",201610,3.55,908
"8141","5693",1,2,1,1,1,1,4,3.16,3.3,"BIO300",201801,3.29,730
"8142","a9f6",1,0,1,0,1,0,3.7,NA,3.64,"MATH100",201810,3.23,884
"8143","00dc",0,0,0,0,0,0,3.3,3.49,3.6,"CHEM201",201610,4.09,155
"8144","7103",1,2,0,0,0,0,4,3.66,3.11,"MATH100",201901,4.22,575
"8145","fc8d",1,2,0,1,0,0,2.3,2.77,2.95,"EVOL305",201901,4.11,191
"8146","7e4a",0,2,0,0,0,0,2.7,3.22,2.34,"BIO300",201701,3.9,624
"8147","8ee7",0,0,0,0,0,0,2,2.25,1.81,"EVOL305",201801,3.9,233
"8148","8563",0,2,0,0,1,0,1,1.26,2.33,"MATH100",201801,3.55,539
"8149","4dca",1,0,0,0,1,0,1.7,2.75,3.09,"EVOL305",201910,3.34,384
"8150","8b03",1,0,0,0,0,0,3.7,3.32,3.74,"MATH100",201710,4,935
"8151","39bb",1,1,0,0,1,0,2.3,2.9,2.3,"BIO300",201801,3.15,730
"8152","68f3",0,0,1,0,1,1,0,1.88,1.46,"MATH100",201710,3.02,935
"8153","121f",1,2,1,0,0,1,4,3.65,4,"MATH100",201610,4.3,908
"8154","d7a3",1,2,1,0,0,0,4,4,4,"MATH100",201903,4.29,456
"8155","45f4",1,0,0,0,0,0,4,3.66,4,"BIO300",201610,4.36,652
"8156","4d5f",0,2,1,0,1,0,4,NA,3.83,"MATH100",201910,3.92,1005
"8157","325a",1,2,0,0,0,0,3,2.93,3.69,"BIO300",201710,4.16,599
"8158","a8fe",1,1,0,0,0,0,3.7,3.64,3.26,"MATH100",201810,4.34,884
"8159","71dc",1,2,0,1,0,0,3.7,4,3.89,"MATH100",201910,4.13,1005
"8160","111f",1,1,1,0,0,1,3,3.56,3.48,"EVOL305",201903,4.29,233
"8161","501b",1,1,0,0,1,0,3.3,2.68,2.68,"BIO300",201801,3.14,730
"8162","d648",0,1,1,0,1,0,4,3.61,3.9,"EVOL305",201710,3.43,255
"8163","b970",0,2,1,0,0,0,2.7,2.86,2.9,"MATH100",201801,3.93,539
"8164","f602",1,2,0,1,0,0,1.3,2.24,1.1,"EVOL305",201701,4,183
"8165","826d",1,0,1,0,1,0,1.7,NA,3,"MATH100",201810,3.33,884
"8166","50b8",0,1,0,0,0,0,4,3.45,3.49,"MATH100",201810,4.2,884
"8167","3ab0",1,1,1,0,0,0,1.3,2.48,2.48,"CHEM201",201610,4.36,155
"8168","871f",1,0,0,0,0,0,3,3.12,3.49,"BIO300",201810,4.25,664
"8169","167a",1,0,1,0,1,0,4,3.46,3.5,"BIO300",201803,3.99,749
"8170","26f0",0,0,1,0,1,1,3,3.27,3.59,"BIO300",201910,3.7,642
"8171","7ecc",1,1,0,0,1,1,1,3.04,1.7,"BIO300",201803,2.86,749
"8172","81e2",1,2,1,0,0,0,3,2.72,3.47,"BIO300",201610,4.18,652
"8173","d64e",1,2,0,0,0,1,2.7,3.07,3.6,"EVOL305",201810,3.8,321
"8174","90ec",1,2,1,0,0,0,3.7,3.88,3.87,"MATH100",201810,4.11,884
"8175","0826",1,1,1,0,1,1,3.7,3.23,3.89,"BIO300",201801,3.45,730
"8176","ac5d",1,0,0,0,1,0,3,NA,2.79,"CHEM201",201810,3.6,149
"8177","53b1",0,1,0,0,0,0,2.7,2.85,2.38,"MATH100",201903,3.95,456
"8178","d3f7",1,2,1,0,0,0,3.7,3.33,2.35,"MATH100",201901,4,575
"8179","2ffa",1,2,1,0,0,0,1,3.13,2.35,"MATH100",201801,4.12,539
"8180","7360",0,0,1,0,1,0,3.7,NA,3.19,"MATH100",201610,3.81,908
"8181","7570",1,2,1,0,0,0,4,3.42,4,"EVOL305",201801,3.96,233
"8182","2077",1,1,0,0,0,0,2.3,3.01,1.97,"MATH100",201910,4.36,1005
"8183","9991",0,2,1,0,1,1,3,NA,3.69,"BIO300",201610,3.57,652
"8184","45e8",1,2,0,0,0,0,4,3.97,4,"BIO300",201901,3.85,818
"8185","ca20",1,2,1,0,0,1,2.3,3.21,3.7,"BIO300",201903,3.95,575
"8186","be16",1,0,0,0,0,0,3,3.36,2.85,"BIO300",201801,4.22,730
"8187","2b07",1,1,1,0,0,0,2.3,2.63,3.91,"BIO300",201703,4,665
"8188","1e84",1,2,1,0,0,1,3,3.1,3.04,"BIO300",201803,3.7,749
"8189","45a6",1,0,1,0,0,0,3,3.47,3.3,"EVOL305",201801,4.3,233
"8190","95de",1,2,0,1,0,0,4,3.96,4,"MATH100",201710,3.7,935
"8191","fbc1",1,2,1,0,1,0,2.3,3.4,3.5,"BIO300",201901,3.43,818
"8192","dbfd",1,0,0,0,1,0,0,2.42,3.56,"MATH100",201701,3.14,475
"8193","9340",1,0,0,0,0,0,4,4,3.85,"MATH100",201810,4.31,884
"8194","d320",1,2,0,0,0,0,2.3,2.63,2.74,"BIO300",201801,3.54,730
"8195","4edc",0,2,0,0,1,0,2.7,2.4,3.61,"MATH100",201901,3,575
"8196","dcc7",1,2,0,0,1,0,0,2.61,3.16,"BIO300",201803,3.36,749
"8197","f5bf",0,2,0,0,1,0,2,2.5,2.33,"BIO300",201701,3.61,624
"8198","fe16",0,1,0,0,1,0,2,3.78,3.46,"BIO300",201710,3.31,599
"8199","1e96",0,2,1,0,0,1,3,2.95,3.11,"MATH100",201701,3.83,475
"8200","0e1b",0,0,0,0,1,0,1,2.57,2.11,"BIO300",201801,3.19,730
"8201","cd79",0,0,0,0,0,0,4,3.52,4,"BIO300",201703,4.2,665
"8202","ddf4",0,1,0,0,0,0,2,2.68,2.33,"CHEM201",201610,4.04,155
"8203","059c",1,2,1,1,0,1,2.3,2.78,2.16,"BIO300",201910,3.47,642
"8204","2c2f",0,2,1,1,1,0,4,2.77,3.49,"MATH100",201903,3.56,456
"8205","f88e",0,2,0,0,0,1,3.7,3.97,3.86,"CHEM201",201610,4.2,155
"8206","df09",0,0,1,0,0,1,3.3,3.27,3.13,"MATH100",201903,4.22,456
"8207","0e84",1,2,0,0,0,0,3.7,3.24,4,"BIO300",201801,4.08,730
"8208","0a9f",1,1,1,0,1,1,1,3.45,3.25,"BIO300",201703,2.98,665
"8209","9081",1,0,1,0,1,0,2,3.16,3.15,"BIO300",201903,3.44,575
"8210","2986",0,0,0,0,0,0,2.3,3.07,2.58,"MATH100",201810,3.8,884
"8211","1890",1,2,1,0,0,1,3,3.27,3.57,"BIO300",201610,4.13,652
"8212","22b0",1,0,0,0,0,0,3.3,3.18,3.99,"MATH100",201803,4.18,584
"8213","56b4",0,0,0,0,1,0,3.3,NA,3.86,"BIO300",201710,3.41,599
"8214","9182",0,2,0,0,1,0,2.3,NA,2.84,"MATH100",201610,3.1,908
"8215","6131",1,2,0,1,0,0,4,3.57,3.67,"BIO300",201801,4.08,730
"8216","8bcb",0,2,1,0,0,1,4,3.39,3.33,"MATH100",201901,3.91,575
"8217","e8fc",1,2,1,0,1,1,2.7,NA,2.99,"MATH100",201810,3.63,884
"8218","2fe9",1,2,1,0,1,1,4,NA,4,"MATH100",201810,4,884
"8219","1e1a",1,2,0,0,0,0,0,3.15,1.97,"BIO300",201901,4,818
"8220","2115",0,2,0,0,0,0,2.7,3.29,3.33,"MATH100",201901,3.88,575
"8221","790c",1,1,1,0,0,0,3,3.64,3.2,"EVOL305",201801,4.4,233
"8222","7738",0,2,0,0,0,1,2.7,3.04,3,"MATH100",201610,4.08,908
"8223","82e3",1,1,1,0,1,0,1.7,2.91,3.66,"BIO300",201903,3,575
"8224","9992",1,0,0,0,0,1,3.3,3.32,3.87,"BIO300",201701,4.25,624
"8225","b915",1,2,0,0,0,0,4,3.82,3.37,"BIO300",201903,4.16,575
"8226","ab59",1,0,0,0,0,0,1.7,2.96,3.35,"BIO300",201910,4.27,642
"8227","c586",1,2,0,0,0,0,4,3.71,3.7,"MATH100",201810,4.15,884
"8228","eaeb",1,2,0,0,0,0,2,3.05,2.63,"BIO300",201910,4.17,642
"8229","4539",0,2,1,0,1,0,2.3,3.02,2.97,"MATH100",201803,3.13,584
"8230","1191",1,0,0,0,1,0,2.7,3.22,3.84,"BIO300",201903,3.14,575
"8231","8d4f",1,1,0,0,0,0,4,3.58,3.87,"MATH100",201710,4.08,935
"8232","e319",1,0,0,0,0,0,3,3.73,3.04,"BIO300",201703,4.17,665
"8233","71fa",1,0,0,0,0,0,3,3.46,3.99,"BIO300",201901,4,818
"8234","3c57",1,2,0,0,0,0,2.7,3.02,2,"MATH100",201701,4.33,475
"8235","e6f2",0,2,1,0,0,1,3.3,3.41,3.63,"EVOL305",201903,4.19,233
"8236","c96b",1,1,1,0,0,1,2.7,3.22,4,"MATH100",201910,4.09,1005
"8237","642b",1,0,0,0,0,0,3.7,3.28,4,"EVOL305",201810,4.12,321
"8238","411d",1,0,1,0,1,0,3.3,3.66,3.13,"EVOL305",201903,3.74,233
"8239","9b9b",1,1,1,0,0,1,1.7,2.81,2.7,"MATH100",201803,4.13,584
"8240","5bd2",0,2,0,0,0,0,3,3.32,2.65,"MATH100",201910,4.09,1005
"8241","541f",0,2,1,0,1,0,2.3,3.04,3.42,"MATH100",201810,3.4,884
"8242","e88c",1,0,0,0,1,0,3.7,4,3.63,"MATH100",201901,4,575
"8243","a69f",1,2,1,0,0,0,1.3,2.51,1.58,"MATH100",201703,3.9,537
"8244","1947",1,0,0,0,0,0,4,3.85,4,"BIO300",201703,4.3,665
"8245","ec8f",1,2,1,0,1,0,3.7,NA,3.83,"MATH100",201710,3.72,935
"8246","793b",1,0,0,0,0,0,3.7,3.57,2.99,"MATH100",201901,4.22,575
"8247","216b",0,0,0,0,1,0,4,3.88,3.59,"BIO300",201901,3.77,818
"8248","7486",1,2,0,0,0,0,3.3,3.65,2.85,"BIO300",201903,4.04,575
"8249","1d67",1,1,1,0,0,0,3.7,3.91,3.83,"BIO300",201710,4.38,599
"8250","2376",0,2,1,0,1,1,3,3.12,3.56,"EVOL305",201910,3.93,384
